n_trades,win_rate_pct,avg_return_pct,median_return_pct,total_return_pct,max_drawdown_pct,avg_holding_bars,profit_factor
29,51.724137931034484,1.5150782021071658,0.6803921568627416,37.59557000272871,-37.61775046320703,3.7586206896551726,1.4235530715565803
